id,chapter,chapter_title,section,section_title,level,level_name,requirement,source_file,status,auditor_notes
8.3.5,C8,Verifiability Tiers and the Binary Threshold,C8.3,Chain Integrity and Self-Enforcement (Tier 4),4,Self-Enforcing / Continuous,"Verify that the halt is enforced outside the operator's control — for example, relying parties refuse requests lacking a valid, action-bound capability, so absence of valid evidence blocks execution at the far end rather than depending on an operator-side flag that a compromised host could disable.",0.1/en/0x10-C08-Verifiability-Tiers.md,,
9.1.1,C9,System Surface (MAESTRO),C9.1,Locating Evidence on the System Surface,1,Recorded,Verify that every entry in the claim register carries a populated layer field identifying the MAESTRO layer (1–7) its evidence covers.,0.1/en/0x10-C09-System-Surface-MAESTRO.md,,
9.1.2,C9,System Surface (MAESTRO),C9.1,Locating Evidence on the System Surface,1,Recorded,Verify that the conformance statement names the framework filling the System surface (MAESTRO today) and its version.,0.1/en/0x10-C09-System-Surface-MAESTRO.md,,
9.1.3,C9,System Surface (MAESTRO),C9.1,Locating Evidence on the System Surface,1,Recorded,"Verify that the claim-register validation (schema check or intake review) rejects claim entries with a missing or invalid layer field, and that rejections are recorded.",0.1/en/0x10-C09-System-Surface-MAESTRO.md,,
9.2.1,C9,System Surface (MAESTRO),C9.2,Layer Coverage,2,Attested,"Verify that tamper-evident logging (a Layer 5 control per Appendix B) is deployed and covering every system named in the claim's scope, as shown by the log-source inventory.",0.1/en/0x10-C09-System-Surface-MAESTRO.md,,
9.2.2,C9,System Surface (MAESTRO),C9.2,Layer Coverage,2,Attested,"Verify that for each claim, the evidence is generated at the layer where the control is enforced, matching the layer listed for that control in Appendix B — e.g., runtime attestation evidenced at L4, delegation chains at L7.",0.1/en/0x10-C09-System-Surface-MAESTRO.md,,
9.2.3,C9,System Surface (MAESTRO),C9.2,Layer Coverage,3,Independently Verifiable,"Verify that claims spanning multiple layers aggregate their per-layer evidence into a hash-linked bundle referencing each layer's records, so the cross-layer claim is verifiable as one artifact.",0.1/en/0x10-C09-System-Surface-MAESTRO.md,,
10.1.1,C10,Conformance and Trust-Assumption Disclosure,C10.1,Conformance Claims,1,Recorded,"Verify that the published conformance statement names its stage — Self-Declared, Third-Party Assessed, or Continuously Monitored — and, for the latter two, identifies the assessor or monitoring regime.",0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
10.1.2,C10,Conformance and Trust-Assumption Disclosure,C10.1,Conformance Claims,1,Recorded,"Verify that the statement lists the domains claimed (of C1–C6), and that domains not listed appear nowhere in the operator's Proof-of-Control marketing for the system.",0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
10.1.3,C10,Conformance and Trust-Assumption Disclosure,C10.1,Conformance Claims,1,Recorded,Verify that every verifiable fact asserted in the statement resolves to at least one evidence stream in the claim register — no asserted fact without a register entry.,0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
10.1.4,C10,Conformance and Trust-Assumption Disclosure,C10.1,Conformance Claims,1,Recorded,"Verify that the statement contains all required fields: system identification (name, version, environment); domains claimed; per-claim evidence properties met and Tier reached; mechanisms used; and the trust-assumption disclosure.",0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
10.1.5,C10,Conformance and Trust-Assumption Disclosure,C10.1,Conformance Claims,1,Recorded,"Verify that the statement cites the exact version of this standard (e.g., v0.1) and the date of the claim.",0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
10.1.6,C10,Conformance and Trust-Assumption Disclosure,C10.1,Conformance Claims,1,Recorded,"Verify that the statement defines the system boundary (components, environments, interfaces in scope) and the classes of in-scope agent actions, and enumerates excluded action classes with a stated rationale for each exclusion.",0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
10.1.7,C10,Conformance and Trust-Assumption Disclosure,C10.1,Conformance Claims,2,Attested,"Verify that the statement and its per-claim data are published in a documented, machine-readable format (schema available), so assessors and insurers can compare claims across implementations programmatically.",0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
10.1.8,C10,Conformance and Trust-Assumption Disclosure,C10.1,Conformance Claims,2,Attested,"Verify that the declared system inventory is reconciled on a defined schedule against automated discovery from operational and observability streams, and that undeclared agent deployments surface as recorded findings rather than remaining shadow systems. *(Research-driven addition — see Appendix D, issue 12.)*",0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
10.2.1,C10,Conformance and Trust-Assumption Disclosure,C10.2,Trust-Assumption Disclosure,1,Recorded,"Verify that the disclosure lists, per claim, each residual trust assumption with the assumption's subject (named vendor, hardware element, mathematical assumption, or ceremony) — matched one-to-one against the mechanisms in the claim register.",0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
10.2.2,C10,Conformance and Trust-Assumption Disclosure,C10.2,Trust-Assumption Disclosure,2,Attested,"Verify that each disclosed assumption is tagged with one of the defined categories (draft set: Hardware, Mathematical, Ceremony, Vendor, Implementation, Distributed), so disclosures are machine-comparable across implementations.",0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
10.3.1,C10,Conformance and Trust-Assumption Disclosure,C10.3,Continuously Monitored Operation,2,Attested,"Verify that evidence is retained in a store meeting the tamper-evident requirements of C7.3, with the store's chain-verification results available to the assessor.",0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
10.3.2,C10,Conformance and Trust-Assumption Disclosure,C10.3,Continuously Monitored Operation,4,Self-Enforcing / Continuous,"Verify that evidence generation covers every in-scope action rather than a sample — demonstrated by reconciling gateway action counts against evidence-record counts over an audit window, with zero unexplained difference.",0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
10.3.3,C10,Conformance and Trust-Assumption Disclosure,C10.3,Continuously Monitored Operation,4,Self-Enforcing / Continuous,"Verify that an automated validator checks each evidence record against its claimed Tier's requirements within the defined validation window, and that validator results are themselves logged.",0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
10.3.4,C10,Conformance and Trust-Assumption Disclosure,C10.3,Continuously Monitored Operation,4,Self-Enforcing / Continuous,"Verify that validation failures and coverage gaps raise alerts to a monitored destination within the bounded window defined in the claim, with alert-to-acknowledgment times tracked.",0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
10.3.5,C10,Conformance and Trust-Assumption Disclosure,C10.3,Continuously Monitored Operation,4,Self-Enforcing / Continuous,"Verify that the monitoring pipeline itself is re-assessed by a third party on a defined cycle (e.g., annually), and the re-assessment report is available to relying parties.",0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
10.3.6,C10,Conformance and Trust-Assumption Disclosure,C10.3,Continuously Monitored Operation,3,Independently Verifiable,"Verify that proof coverage — evidence-covered in-scope actions divided by total in-scope actions — is computed on a defined schedule and published with the claim, so coverage decay is visible rather than silent.",0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
10.3.7,C10,Conformance and Trust-Assumption Disclosure,C10.3,Continuously Monitored Operation,3,Independently Verifiable,"Verify that automated validators used to monitor multi-step execution are evaluated for structured-trace parsing competence (schema and argument validation over tool-call trajectories), not only natural-language safety performance, and that the evaluation results are available to the assessor. *(Research-driven addition — see Appendix D, issue 12.)*",0.1/en/0x10-C10-Conformance-and-Disclosure.md,,
